IDfg,Season,Name,Team,Age
15640,2025,Aaron Judge,NYY,33
21534,2025,Cal Raleigh,SEA,28
25764,2025,Bobby Witt Jr.,KCR,25
19755,2025,Shohei Ohtani,LAD,30
22799,2025,Geraldo Perdomo,ARI,25
16252,2025,Trea Turner,PHI,32
25878,2025,Corbin Carroll,ARI,24
13510,2025,Jose Ramirez,CLE,32
12916,2025,Francisco Lindor,NYM,31
19709,2025,Fernando Tatis Jr.,SDP,26
20123,2025,Juan Soto,NYM,26
21636,2025,Jeremy Pena,HOU,27
23697,2025,Julio Rodriguez,SEA,24
22715,2025,Maikel Garcia,KCR,25
27769,2025,Pete Crow-Armstrong,CHC,23
12856,2025,George Springer,TOR,35
14161,2025,Byron Buxton,MIN,31
16478,2025,Kyle Schwarber,PHI,32
15998,2025,Cody Bellinger,NYY,29
26289,2025,Gunnar Henderson,BAL,24
21479,2025,Nico Hoerner,CHC,28
14344,2025,Matt Olson,ATL,31
22581,2025,Alejandro Kirk,TOR,26
35110,2025,Nick Kurtz,ATH,22
13613,2025,Ketel Marte,ARI,31
28163,2025,Junior Caminero,TBR,21
18345,2025,Kyle Tucker,CHC,28
20454,2025,Jazz Chisholm Jr.,NYY,27
22186,2025,Brice Turang,MIL,25
26668,2025,Elly De La Cruz,CIN,23
19197,2025,Will Smith,LAD,30
33333,2025,Wyatt Langford,TEX,23
24816,2025,Andy Pages,LAD,24
27464,2025,Dillon Dingler,DET,26
26151,2025,Kyle Stowers,MIA,27
13624,2025,Corey Seager,TEX,31
15986,2025,Willy Adames,SFG,29
5361,2025,Freddie Freeman,LAD,35
25816,2025,Shea Langeliers,ATH,27
19611,2025,Vladimir Guerrero Jr.,TOR,26
24617,2025,Jarren Duran,BOS,28
19612,2025,Bo Bichette,TOR,27
12552,2025,Eugenio Suarez,- - -,33
11493,2025,Manny Machado,SDP,32
24262,2025,Ceddanne Rafaela,BOS,24
16505,2025,Matt Chapman,SFG,32
19251,2025,Pete Alonso,NYM,30
29622,2025,Sal Frelick,MIL,25
20503,2025,William Contreras,MIL,27
18401,2025,Ronald Acuna Jr.,ATL,27
26319,2025,Michael Busch,CHC,27
11579,2025,Bryce Harper,PHI,32
17678,2025,Alex Bregman,BOS,31
33266,2025,Jacob Wilson,ATH,23
27479,2025,Masyn Winn,STL,23
29715,2025,Hunter Goodman,COL,25
27467,2025,Tyler Soderstrom,ATH,23
13611,2025,Mookie Betts,LAD,32
17350,2025,Rafael Devers,- - -,28
29518,2025,James Wood,WSN,22
18314,2025,Dansby Swanson,CHC,31
18564,2025,Trent Grisham,NYY,28
18030,2025,Harrison Bader,- - -,31
31347,2025,Zach Neto,LAA,24
19392,2025,Zach McKinstry,DET,30
12161,2025,Xander Bogaerts,SDP,32
20352,2025,Ernie Clement,TOR,29
24610,2025,Steven Kwan,CLE,27
27478,2025,Patrick Bailey,SFG,26
18839,2025,Josh Naylor,- - -,28
31539,2025,Drake Baldwin,ATL,24
25768,2025,CJ Abrams,WSN,24
26294,2025,Bryson Stott,PHI,27
17128,2025,Ramon Laureano,- - -,30
29576,2025,Ben Rice,NYY,26
16442,2025,Ryan O'Hearn,- - -,31
29490,2025,Jackson Merrill,SDP,22
12927,2025,Brandon Nimmo,NYM,32
12564,2025,Trevor Story,BOS,32
27562,2025,Austin Wells,NYY,25
16578,2025,Yandy Diaz,TBR,33
13301,2025,Max Muncy,LAD,34
25976,2025,Riley Greene,DET,24
17548,2025,Taylor Ward,LAA,31
24679,2025,Brendan Donovan,STL,28
28806,2025,Jackson Chourio,MIL,21
19290,2025,Randy Arozarena,SEA,30
18036,2025,Jake Cronenworth,SDP,31
19522,2025,TJ Friedl,CIN,29
11609,2025,Willson Contreras,STL,33
17919,2025,Ian Happ,CHC,30
15491,2025,J.P. Crawford,SEA,30
31812,2025,Roman Anthony,BOS,21
29712,2025,Colson Montgomery,CHW,23
20599,2025,Ivan Herrera,STL,25
22664,2025,Gabriel Moreno,ARI,25
19722,2025,Carlos Narvaez,BOS,26
13152,2025,Jorge Polanco,SEA,31
30116,2025,Seiya Suzuki,CHC,30
25477,2025,Isaac Collins,MIL,27
13620,2025,Carson Kelly,CHC,30
16997,2025,Gleyber Torres,DET,28
14162,2025,Carlos Correa,- - -,30
29646,2025,Caleb Durbin,MIL,25
21837,2025,Jonathan Aranda,TBR,27
20036,2025,Isaac Paredes,HOU,26
22266,2025,Xavier Edwards,MIA,25
19627,2025,Brent Rooker,ATH,30
11477,2025,Christian Yelich,MIL,33
23772,2025,Wilyer Abreu,BOS,26
20202,2025,Brandon Marsh,PHI,27
33824,2025,Jung Hoo Lee,SFG,26
27465,2025,Spencer Torkelson,DET,25
26123,2025,Brett Baty,NYM,25
14854,2025,Mike Yastrzemski,- - -,34
20308,2025,Jake Meyers,HOU,29
19608,2025,Otto Lopez,MIA,26
31370,2025,Jakob Marsee,MIA,24
19918,2025,Daulton Varsho,TOR,28
24598,2025,Addison Barger,TOR,25
16530,2025,Mauricio Dubon,HOU,30
27615,2025,Alec Burleson,STL,26
13897,2025,Tyler Heineman,TOR,34
5417,2025,Jose Altuve,HOU,35
24618,2025,Ryan Jeffers,MIN,28
15362,2025,Jeff McNeil,NYM,33
11739,2025,J.T. Realmuto,PHI,34
23401,2025,Jose Caballero,- - -,28
12533,2025,Marcus Semien,TEX,34
22542,2025,Lawrence Butler,ATH,24
19352,2025,Sean Murphy,ATL,30
4949,2025,Giancarlo Stanton,NYY,35
33549,2025,Kyle Teel,CHW,23
27815,2025,Jordan Westburg,BAL,26
15112,2025,Ryan McMahon,- - -,30
10155,2025,Mike Trout,LAA,33
26121,2025,Francisco Alvarez,NYM,23
18123,2025,Nathan Lukes,TOR,30
26396,2025,Josh Smith,TEX,27
26202,2025,Jake Mangum,TBR,29
17620,2025,Myles Straw,TOR,30
26477,2025,Spencer Horwitz,PIT,27
18882,2025,Brandon Lowe,TBR,30
21618,2025,Alec Bohm,PHI,28
22857,2025,Wenceel Perez,DET,25
18360,2025,Austin Riley,ATL,28
7802,2025,Miguel Rojas,LAD,36
26299,2025,Josh Jung,TEX,27
31349,2025,Victor Scott II,STL,24
33321,2025,Luke Keaschall,MIN,22
17022,2025,Edmundo Sosa,PHI,29
27899,2025,Colt Keith,DET,23
23003,2025,Yainer Diaz,HOU,26
21711,2025,Oneil Cruz,PIT,26
25782,2025,Pedro Pages,STL,26
15905,2025,Luis Torrens,NYM,29
26438,2025,Dominic Canzone,SEA,27
21562,2025,Romy Gonzalez,BOS,28
27676,2025,Vinnie Pasquantino,KCR,27
25961,2025,Kerry Carpenter,DET,27
25807,2025,Jared Triolo,PIT,27
21865,2025,Bo Naylor,CLE,25
29995,2025,Daylen Lile,WSN,22
26466,2025,Matt Wallner,MIN,27
15274,2025,Mike Tauchman,CHW,34
33189,2025,Nolan Schanuel,LAA,23
27790,2025,Evan Carter,TEX,22
20572,2025,Kody Clemens,- - -,29
33322,2025,Matt Shaw,CHC,23
12979,2025,Javier Baez,DET,32
25931,2025,Michael Harris II,ATL,24
29695,2025,Matt McLain,CIN,25
18577,2025,Ke'Bryan Hayes,- - -,28
25493,2025,Joey Ortiz,MIL,26
23565,2025,Davis Schneider,TOR,26
10815,2025,Jurickson Profar,ATL,32
24878,2025,Heriberto Hernandez,MIA,25
19901,2025,Gavin Sheets,SDP,29
22896,2025,Lenyn Sosa,CHW,25
16535,2025,Danny Jansen,- - -,30
20178,2025,Miguel Vargas,CHW,25
21524,2025,Joey Bart,PIT,28
17929,2025,Cedric Mullins,- - -,30
16556,2025,Ozzie Albies,ATL,28
20043,2025,Luis Robert Jr.,CHW,27
31580,2025,Chase Meidroth,CHW,23
29858,2025,Denzel Clarke,ATH,25
25180,2025,Daniel Schneemann,CLE,28
20220,2025,Jo Adell,LAA,26
29794,2025,Kyle Manzardo,CLE,24
19363,2025,Austin Hays,CIN,29
10324,2025,Marcell Ozuna,ATL,34
31781,2025,Jackson Holliday,BAL,21
26288,2025,Adley Rutschman,BAL,27
19470,2025,Tommy Edman,LAD,30
12976,2025,Austin Hedges,CLE,32
18872,2025,Jahmai Jones,DET,27
15878,2025,Miguel Andujar,- - -,30
17276,2025,Alex Jackson,BAL,29
26517,2025,Noelvi Marte,CIN,23
17988,2025,Tyler Stephenson,CIN,28
22515,2025,Heliot Ramos,SFG,25
19326,2025,Bryan Reynolds,PIT,30
13419,2025,Christian Walker,HOU,34
18795,2025,Ramon Urias,- - -,31
21614,2025,Kyle Isbel,KCR,28
22563,2025,Gabriel Arias,CLE,25
15271,2025,Austin Wynns,- - -,34
13770,2025,Rob Refsnyder,BOS,34
27462,2025,Austin Martin,MIN,26
26323,2025,Spencer Steer,CIN,27
23789,2025,Blaze Alexander,ARI,26
19913,2025,Jesus Sanchez,- - -,27
29844,2025,Liam Hicks,MIA,26
5517,2025,Kyle Higashioka,TEX,35
31363,2025,Graham Pauley,MIA,24
35108,2025,Cam Smith,HOU,22
20437,2025,Royce Lewis,MIN,26
27647,2025,Anthony Volpe,NYY,24
21538,2025,Nick Fortes,- - -,28
21840,2025,Freddy Fermin,- - -,30
19950,2025,Andres Gimenez,TOR,26
29931,2025,Jacob Young,WSN,25
16472,2025,Rhys Hoskins,MIL,32
19296,2025,Alex Call,- - -,30
31431,2025,Jordan Beck,COL,24
18568,2025,Luis Arraez,SDP,28
17982,2025,Ty France,- - -,30
9777,2025,Nolan Arenado,STL,34
27490,2025,Nick Gonzales,PIT,26
21693,2025,Miguel Amaya,CHC,26
22239,2025,Jeremiah Jackson,BAL,25
15194,2025,Jake Bauers,MIL,29
9218,2025,Paul Goldschmidt,NYY,37
14968,2025,Victor Caratini,HOU,31
21009,2025,Leo Rivas,SEA,27
19238,2025,Lourdes Gurriel Jr.,ARI,31
35322,2025,Hyeseong Kim,LAD,26
25979,2025,Nasim Nunez,WSN,24
24064,2025,Ezequiel Tovar,COL,23
15674,2025,Reese McGuire,CHC,30
21454,2025,Lars Nootbaar,STL,27
13675,2025,Tyrone Taylor,NYM,31
29478,2025,Carter Jensen,KCR,21
29630,2025,Joey Loperfido,TOR,26
21842,2025,Carlos Cortes,ATH,28
20002,2025,Bryce Johnson,SDP,29
19892,2025,Pavin Smith,ARI,29
17232,2025,Yoan Moncada,LAA,30
31695,2025,Dylan Beavers,BAL,23
19455,2025,Andruw Monasterio,MIL,28
12859,2025,James McCann,ARI,35
9241,2025,Starling Marte,NYM,36
27577,2025,Casey Schmitt,SFG,26
20391,2025,Luis Garcia Jr.,WSN,25
15223,2025,Adam Frazier,- - -,33
28253,2025,Javier Sanoja,MIA,22
19346,2025,Eli White,ATL,31
31912,2025,Chandler Simpson,TBR,24
19287,2025,Adolis Garcia,TEX,32
23698,2025,Ronny Mauricio,NYM,24
16512,2025,Isiah Kiner-Falefa,- - -,30
16947,2025,Derek Hill,- - -,29
22277,2025,Nick Allen,ATL,26
19956,2025,Mickey Moniak,COL,27
26365,2025,Jonny DeLuca,TBR,26
25643,2025,Drew Millas,WSN,27
21746,2025,Jose Fermin,STL,26
24605,2025,Michael Helman,TEX,29
13066,2025,Teoscar Hernandez,LAD,32
28080,2025,Jasson Dominguez,NYY,22
26197,2025,Andrew Vaughn,- - -,27
12144,2025,Max Kepler,PHI,32
17338,2025,Willi Castro,- - -,28
29591,2025,Colton Cowser,BAL,25
19318,2025,Matt Thaiss,- - -,30
24488,2025,Max Schuemann,ATH,28
29524,2025,Bryce Teodosio,LAA,26
31583,2025,Zach Cole,HOU,24
19556,2025,Yordan Alvarez,HOU,28
7304,2025,Salvador Perez,KCR,35
29592,2025,Connor Norby,MIA,25
27653,2025,Christian Koss,SFG,27
23792,2025,Alek Thomas,ARI,25
27883,2025,Thomas Saggese,STL,23
20084,2025,J.C. Escarra,NYY,30
31505,2025,Sal Stewart,CIN,21
15653,2025,Dominic Smith,SFG,30
15518,2025,Amed Rosario,- - -,29
27690,2025,Joey Wiemer,MIA,26
22184,2025,Mark Vientos,NYM,25
29788,2025,Brett Harris,ATH,27
29668,2025,Marcelo Mayer,BOS,22
18819,2025,Andy Ibanez,DET,32
25479,2025,Brenton Doyle,COL,27
19921,2025,Blake Perkins,MIL,28
26420,2025,Kyren Paris,LAA,23
23690,2025,Brayan Rocchio,CLE,24
11680,2025,Elias Diaz,SDP,34
33197,2025,Ben Williamson,SEA,24
27555,2025,Garrett Mitchell,MIL,26
24336,2025,Johan Rojas,PHI,24
26548,2025,Luisangel Acuna,NYM,23
28820,2025,Moises Ballesteros,CHC,21
24622,2025,Ryan Fitzgerald,MIN,31
26149,2025,Dominic Fletcher,CHW,27
25055,2025,Nate Eaton,BOS,28
19955,2025,Gavin Lux,CIN,27
19260,2025,Jake Fraley,- - -,30
13355,2025,Luke Maile,KCR,34
25779,2025,Tyler Tolbert,KCR,27
9874,2025,DJ LeMahieu,NYY,36
31595,2025,Brooks Lee,MIN,24
27506,2025,Ha-seong Kim,- - -,29
14111,2025,Eric Haase,MIL,32
2396,2025,Carlos Santana,- - -,39
16725,2025,Jose Trevino,CIN,32
20017,2025,Miles Mastrobuoni,SEA,29
26374,2025,Kameron Misner,TBR,27
19452,2025,Jake Rogers,DET,30
31665,2025,Alex Freeland,LAD,23
22458,2025,Taylor Walls,TBR,28
21646,2025,Rafael Marchan,PHI,26
21496,2025,Brandon Lockridge,- - -,28
9774,2025,Christian Vazquez,MIN,34
20450,2025,Brewer Hicklen,DET,29
25543,2025,Korey Lee,CHW,26
26143,2025,Troy Johnston,MIA,28
17901,2025,Andrew Benintendi,CHW,30
21501,2025,Trevor Larnach,MIN,28
33704,2025,C.J. Kayfus,CLE,23
2967,2025,Tommy Pham,PIT,37
18054,2025,Sam Haggerty,TEX,31
28312,2025,Coby Mayo,BAL,23
13324,2025,Ildemaro Vargas,ARI,33
34979,2025,Christian Moore,LAA,22
18015,2025,Paul DeJong,WSN,31
18848,2025,Yohel Pozo,STL,28
19354,2025,Luke Raley,SEA,30
33541,2025,Dylan Crews,WSN,23
31765,2025,Nacho Alvarez Jr.,ATL,22
23800,2025,Parker Meadows,DET,25
19514,2025,Andrew Knizner,SFG,30
31357,2025,Nathan Church,STL,24
26253,2025,Ryne Nelson,ARI,27
31567,2025,Trey Lipscomb,WSN,25
16398,2025,Brian Navarreto,MIA,30
24589,2025,Richie Palacios,TBR,28
27931,2025,Petey Halpin,CLE,23
25971,2025,Kevin Alcantara,CHC,22
22541,2025,George Valera,CLE,24
13145,2025,Josh Bell,WSN,32
15679,2025,Rowdy Tellez,- - -,30
13755,2025,Tomas Nido,DET,31
19877,2025,Tristan Gray,TBR,29
31562,2025,Zach Dezenzo,HOU,25
33280,2025,Brice Matthews,HOU,23
19802,2025,Jhonny Pereda,- - -,29
21716,2025,Enmanuel Valdez,PIT,26
16622,2025,Luis Urias,ATH,28
24273,2025,Liover Peguero,PIT,24
27630,2025,Nick Loftin,KCR,26
31500,2025,Ryan Ritter,COL,24
21707,2025,Oswaldo Cabrera,NYY,26
23986,2025,Curtis Mead,- - -,24
20536,2025,Vidal Brujan,- - -,27
19966,2025,Bobby Dalbec,CHW,30
26208,2025,Tyler Fitzgerald,SFG,27
31545,2025,Drew Gilbert,SFG,24
26284,2025,John Rave,KCR,27
27531,2025,David Hamilton,BOS,27
21871,2025,Jerar Encarnacion,SFG,27
29487,2025,Blake Dunn,CIN,26
18217,2025,Brett Sullivan,PIT,31
15172,2025,Tim Anderson,LAA,32
22766,2025,Steward Berroa,MIL,26
29949,2025,Tyler Black,MIL,24
10655,2025,Rob Brantly,MIA,35
17954,2025,Sam Hilliard,COL,31
21626,2025,Griffin Conine,MIA,27
20404,2025,Jared Young,NYM,29
21853,2025,Will Benson,CIN,27
26546,2025,Agustin Ramirez,MIA,23
21497,2025,Luken Baker,STL,28
13338,2025,Omar Narvaez,CHW,33
31855,2025,Colby Thomas,ATH,24
29554,2025,Adrian Del Castillo,ARI,25
19562,2025,Zack Short,HOU,30
23691,2025,Jose Tena,WSN,24
29573,2025,Billy Cook,PIT,26
29606,2025,Justyn-Henry Malloy,DET,25
20311,2025,Corey Julks,CHW,29
16153,2025,Austin Slater,- - -,32
25999,2025,Victor Mesa Jr.,MIA,23
15161,2025,Mitch Garver,SEA,34
8623,2025,Donovan Solano,- - -,37
31991,2025,Rafael Flores,PIT,24
19858,2025,Luis Rengifo,LAA,28
29571,2025,Tim Tawa,ARI,26
28142,2025,Jhostynxon Garcia,BOS,22
22707,2025,Gustavo Campero,LAA,27
21558,2025,Matt Vierling,DET,28
22054,2025,Dane Myers,MIA,29
20003,2025,Keston Hiura,COL,28
21587,2025,Cesar Salazar,HOU,29
20321,2025,Stuart Fairchild,ATL,29
29547,2025,Ryan Bliss,SEA,25
21780,2025,Esteury Ruiz,LAD,26
27915,2025,Alejandro Osuna,TEX,22
33252,2025,Kyle Karros,COL,22
13768,2025,Travis Jankowski,- - -,34
15055,2025,Dom Nunez,CLE,30
27496,2025,Owen Caissie,CHC,22
10200,2025,Tucker Barnhart,TEX,34
23733,2025,Ezequiel Duran,TEX,26
17684,2025,Vimael Machin,BAL,31
18551,2025,Ali Sanchez,- - -,28
23250,2025,David Banuelos,BAL,28
26244,2025,Kenedy Corona,HOU,25
25621,2025,Bryan Ramos,CHW,23
20626,2025,Logan Porter,SFG,29
25353,2025,Michael Stefanic,TOR,29
22232,2025,Mason McCoy,SDP,30
24655,2025,Owen Miller,COL,28
29958,2025,Harry Ford,SEA,22
21489,2025,Hayden Senger,NYM,28
21547,2025,Coco Montes,TBR,28
22168,2025,Akil Baddoo,DET,26
16451,2025,Luis Guillorme,HOU,30
12317,2025,Colin Rea,CHC,34
17735,2025,Tyler Alexander,- - -,30
18067,2025,Garrett Stubbs,PHI,32
19824,2025,Chuckie Robinson,LAD,30
22286,2025,Trevor Rogers,BAL,27
24400,2025,Terrin Vavra,BAL,28
25005,2025,Justin Dean,LAD,28
25448,2025,Greg Jones,CHW,27
30146,2025,Jack Leiter,TEX,25
35324,2025,Shinnosuke Ogasawara,WSN,27
25714,2025,Blaine Crim,- - -,28
11442,2025,Gary Sanchez,BAL,32
13590,2025,Jesse Winker,NYM,31
9847,2025,Andrew McCutchen,PIT,38
26368,2025,JJ Bleday,ATH,27
31837,2025,Masataka Yoshida,BOS,31
22275,2025,Jake Burger,TEX,29
27963,2025,Maximo Acosta,MIA,22
21897,2025,Christopher Morel,TBR,26
25483,2025,Nick Sogard,BOS,27
19953,2025,Josh Lowe,TBR,27
18042,2025,Dylan Moore,- - -,32
26540,2025,Angel Martinez,CLE,23
11489,2025,Michael A. Taylor,CHW,34
10472,2025,Enrique Hernandez,LAD,33
14712,2025,Manuel Margot,DET,30
24782,2025,David Villar,SFG,28
25705,2025,Dustin Harris,TEX,25
21635,2025,Nick Maton,CHW,28
26224,2025,Darell Hernaiz,ATH,23
18821,2025,Jose Azocar,- - -,29
27735,2025,Brett Wisely,- - -,26
21622,2025,Jake McCarthy,ARI,27
27504,2025,Nick Yorke,PIT,23
31382,2025,Dalton Rushing,LAD,24
24641,2025,Willie MacIver,ATH,28
19599,2025,Chas McCormick,HOU,30
31564,2025,Alan Roden,- - -,25
22557,2025,Michael Siani,STL,25
19643,2025,Daniel Johnson,- - -,29
24597,2025,Jonathan Ornelas,- - -,25
16953,2025,Chadwick Tromp,- - -,30
29617,2025,Henry Davis,PIT,25
18353,2025,Daz Cameron,MIL,28
22411,2025,Cal Stevenson,PHI,28
19779,2025,Dairon Blanco,KCR,32
31793,2025,Rhylan Thomas,SEA,25
5273,2025,Sandy Leon,ATL,36
27599,2025,Jacob Hurtubise,CIN,27
27497,2025,Tyler Callihan,CIN,25
30163,2025,Cesar Prieto,STL,26
27501,2025,Justin Foscue,TEX,26
25660,2025,Will Brennan,CLE,27
12155,2025,Eddie Rosario,- - -,33
19314,2025,Donovan Walton,PHI,31
22274,2025,Samad Taylor,SEA,26
12147,2025,Nick Ahmed,TEX,35
16417,2025,Sergio Alcantara,SFG,28
16925,2025,Aramis Garcia,ARI,32
23788,2025,Jordyn Adams,BAL,25
25814,2025,C.J. Stubbs,WSN,28
27763,2025,Drew Romo,COL,23
28344,2025,Tsung-Che Cheng,PIT,23
31792,2025,Otto Kemp,PHI,25
