IDfg,Season,Name,Team,Age
21897,2023,Christopher Morel,CHC,24
11442,2023,Gary Sanchez,- - -,30
18373,2023,Ryan Mountcastle,BAL,26
21523,2023,Jonathan India,CIN,26
18819,2023,Andy Ibanez,DET,30
16442,2023,Ryan O'Hearn,BAL,29
24679,2023,Brendan Donovan,STL,26
25807,2023,Jared Triolo,PIT,25
2396,2023,Carlos Santana,- - -,37
22558,2023,Jarred Kelenic,SEA,23
17027,2023,Alex Verdugo,BOS,27
14387,2023,Harold Ramirez,TBR,28
19913,2023,Jesus Sanchez,MIA,25
24336,2023,Johan Rojas,PHI,22
23733,2023,Ezequiel Duran,TEX,24
21618,2023,Alec Bohm,PHI,26
16572,2023,Connor Joe,PIT,30
17548,2023,Taylor Ward,LAA,29
14813,2023,Kyle Farmer,MIN,32
5517,2023,Kyle Higashioka,NYY,33
19273,2023,Stone Garrett,WSN,27
13152,2023,Jorge Polanco,MIN,29
11737,2023,Nick Castellanos,PHI,31
9847,2023,Andrew McCutchen,PIT,36
27465,2023,Spencer Torkelson,DET,23
12155,2023,Eddie Rosario,ATL,31
9874,2023,DJ LeMahieu,NYY,34
17982,2023,Ty France,SEA,28
27790,2023,Evan Carter,TEX,20
5235,2023,Justin Turner,BOS,38
19611,2023,Vladimir Guerrero Jr.,TOR,24
19779,2023,Dairon Blanco,KCR,30
13757,2023,Chris Taylor,LAD,32
17232,2023,Yoan Moncada,CHW,28
14968,2023,Victor Caratini,MIL,29
11281,2023,Whit Merrifield,TOR,34
20521,2023,Nick Madrigal,CHC,26
8709,2023,Elvis Andrus,CHW,34
21780,2023,Esteury Ruiz,OAK,24
19260,2023,Jake Fraley,CIN,28
8623,2023,Donovan Solano,MIN,35
29622,2023,Sal Frelick,MIL,23
13768,2023,Travis Jankowski,TEX,32
31347,2023,Zach Neto,LAA,22
20308,2023,Jake Meyers,HOU,27
17128,2023,Ramon Laureano,- - -,28
19921,2023,Blake Perkins,MIL,26
19806,2023,Jason Delay,PIT,28
21614,2023,Kyle Isbel,KCR,26
19392,2023,Zach McKinstry,DET,28
19339,2023,Nicky Lopez,- - -,28
22217,2023,Luis Campusano,SDP,24
27475,2023,Jordan Walker,STL,21
9627,2023,Yan Gomes,CHC,35
17022,2023,Edmundo Sosa,PHI,27
27815,2023,Jordan Westburg,BAL,24
13675,2023,Tyrone Taylor,MIL,29
27690,2023,Joey Wiemer,MIL,24
19734,2023,Josh Rojas,- - -,29
12976,2023,Austin Hedges,- - -,30
16478,2023,Kyle Schwarber,PHI,30
25505,2023,Cade Marlowe,SEA,26
5297,2023,Aaron Hicks,- - -,33
19252,2023,Cavan Biggio,TOR,28
20321,2023,Stuart Fairchild,CIN,27
23800,2023,Parker Meadows,DET,23
20505,2023,Drew Waters,KCR,24
24655,2023,Owen Miller,MIL,26
29931,2023,Jacob Young,WSN,23
18030,2023,Harrison Bader,- - -,29
23359,2023,Nelson Velazquez,- - -,24
13499,2023,Tom Murphy,SEA,32
17766,2023,D.J. Stewart,NYM,29
7859,2023,Charlie Blackmon,COL,36
15585,2023,Mike Ford,SEA,30
16376,2023,Michael Conforto,SFG,30
3473,2023,Anthony Rizzo,NYY,33
18036,2023,Jake Cronenworth,SDP,29
9774,2023,Christian Vazquez,MIN,32
30011,2023,Christian Encarnacion-Strand,CIN,23
31837,2023,Masataka Yoshida,BOS,29
11899,2023,Joc Pederson,SFG,31
16153,2023,Austin Slater,SFG,30
14128,2023,Joey Gallo,MIN,29
15711,2023,Tyler O'Neill,STL,28
18795,2023,Ramon Urias,BAL,29
21693,2023,Miguel Amaya,CHC,24
7739,2023,Travis d'Arnaud,ATL,34
22168,2023,Akil Baddoo,DET,24
25816,2023,Shea Langeliers,OAK,25
22458,2023,Taylor Walls,TBR,26
12979,2023,Javier Baez,DET,30
16725,2023,Jose Trevino,NYY,30
20352,2023,Ernie Clement,TOR,27
23772,2023,Wilyer Abreu,BOS,24
26517,2023,Noelvi Marte,CIN,21
26149,2023,Dominic Fletcher,ARI,25
13602,2023,Patrick Wisdom,CHC,31
10243,2023,Randal Grichuk,- - -,31
17484,2023,Eloy Jimenez,CHW,26
19262,2023,Garrett Hampson,MIA,28
16357,2023,Pablo Reyes,BOS,29
19455,2023,Andruw Monasterio,MIL,26
13324,2023,Ildemaro Vargas,WSN,31
16512,2023,Isiah Kiner-Falefa,NYY,28
19296,2023,Alex Call,WSN,28
7802,2023,Miguel Rojas,LAD,34
25332,2023,Endy Rodriguez,PIT,23
17273,2023,Jorge Mateo,BAL,28
21538,2023,Nick Fortes,MIA,26
18887,2023,Seby Zavala,- - -,29
21270,2023,Sean Bouchard,COL,27
20325,2023,Alex Kirilloff,MIN,25
19698,2023,Edward Olivares,KCR,27
19948,2023,Cristian Pache,PHI,24
5254,2023,Robbie Grossman,TEX,33
18042,2023,Dylan Moore,SEA,30
14161,2023,Byron Buxton,MIN,29
10681,2023,Gio Urshela,LAA,31
13355,2023,Luke Maile,CIN,32
20391,2023,Luis Garcia Jr.,WSN,23
14712,2023,Manuel Margot,TBR,28
15674,2023,Reese McGuire,BOS,28
19318,2023,Matt Thaiss,LAA,28
27684,2023,Michael Massey,KCR,25
22563,2023,Gabriel Arias,CLE,23
18015,2023,Paul DeJong,- - -,29
16496,2023,Forrest Wall,ATL,27
12005,2023,Nick Martini,CIN,33
24589,2023,Richie Palacios,STL,26
19864,2023,Riley Adams,WSN,27
27630,2023,Nick Loftin,KCR,24
21716,2023,Enmanuel Valdez,BOS,24
13145,2023,Josh Bell,- - -,30
26197,2023,Andrew Vaughn,CHW,25
15124,2023,Tim Locastro,NYM,30
15279,2023,Garrett Cooper,- - -,32
19859,2023,Rene Pinto,TBR,26
20157,2023,Matthew Batten,SDP,28
22197,2023,MJ Melendez,KCR,24
15464,2023,Hunter Renfroe,- - -,31
13897,2023,Tyler Heineman,- - -,32
15223,2023,Adam Frazier,BAL,31
25805,2023,Blake Sabol,SFG,25
15518,2023,Amed Rosario,- - -,27
13770,2023,Rob Refsnyder,BOS,32
18289,2023,Brian Anderson,MIL,30
26368,2023,JJ Bleday,OAK,25
20311,2023,Corey Julks,HOU,27
10028,2023,Christian Bethancourt,TBR,31
25479,2023,Brenton Doyle,COL,25
5343,2023,Brandon Crawford,SFG,36
28080,2023,Jasson Dominguez,NYY,20
25643,2023,Drew Millas,WSN,25
24729,2023,Logan O'Hoppe,LAA,23
15878,2023,Miguel Andujar,PIT,28
27555,2023,Garrett Mitchell,MIL,24
20599,2023,Ivan Herrera,STL,23
18363,2023,Victor Robles,WSN,26
21711,2023,Oneil Cruz,PIT,24
27562,2023,Austin Wells,NYY,23
26365,2023,Jonny DeLuca,LAD,24
9368,2023,Evan Longoria,ARI,37
11339,2023,Jake Marisnick,- - -,32
19928,2023,Ryan McKenna,BAL,26
23986,2023,Curtis Mead,TBR,22
19896,2023,Connor Wong,BOS,27
19890,2023,Emmanuel Rivera,ARI,27
12434,2023,Kevin Pillar,ATL,34
12282,2023,Rougned Odor,SDP,29
23792,2023,Alek Thomas,ARI,23
12859,2023,James McCann,BAL,33
23698,2023,Ronny Mauricio,NYM,22
19151,2023,Estevan Florial,NYY,25
10323,2023,Rafael Ortega,NYM,32
12325,2023,Jace Peterson,- - -,33
12564,2023,Trevor Story,BOS,30
19877,2023,Tristan Gray,TBR,27
19844,2023,Abraham Toro,MIL,26
12977,2023,Michael Perez,NYM,30
16623,2023,Greg Allen,NYY,30
19964,2023,Eguy Rosario,SDP,23
14130,2023,Daniel Vogelbach,NYM,30
25353,2023,Michael Stefanic,LAA,27
26208,2023,Tyler Fitzgerald,SFG,25
15654,2023,Billy McKinney,NYY,28
20220,2023,Jo Adell,LAA,24
17907,2023,Brendan Rodgers,COL,26
19818,2023,Joshua Palacios,PIT,27
12861,2023,Anthony Rendon,LAA,33
22532,2023,Tyler Freeman,CLE,24
15730,2023,Tyler Wade,OAK,28
25813,2023,Grae Kessinger,HOU,25
17620,2023,Myles Straw,CLE,28
10200,2023,Tucker Barnhart,CHC,32
21127,2023,Alejo Lopez,CIN,27
19181,2023,Zack Collins,CLE,28
17326,2023,Cole Tucker,COL,26
22202,2023,Jeter Downs,WSN,24
19358,2023,Weston Wilson,PHI,28
19873,2023,Drew Ellis,PHI,27
22209,2023,Sam Huff,TEX,25
27676,2023,Vinnie Pasquantino,KCR,25
31166,2023,Heston Kjerstad,BAL,24
4314,2023,Joey Votto,CIN,39
21501,2023,Trevor Larnach,MIN,26
26477,2023,Spencer Horwitz,TOR,25
17954,2023,Sam Hilliard,ATL,29
4106,2023,Michael Brantley,HOU,36
21837,2023,Jonathan Aranda,TBR,25
18054,2023,Sam Haggerty,SEA,29
19828,2023,Cody Thomas,OAK,28
15104,2023,Jonathan Davis,MIA,31
5038,2023,Josh Donaldson,- - -,37
24262,2023,Ceddanne Rafaela,BOS,22
22266,2023,Xavier Edwards,MIA,23
24273,2023,Liover Peguero,PIT,22
20126,2023,Dylan Carlson,STL,24
16424,2023,Jordan Luplow,- - -,29
11368,2023,Yasmani Grandal,CHW,34
21622,2023,Jake McCarthy,ARI,25
25616,2023,Marco Luciano,SFG,21
26396,2023,Josh Smith,TEX,25
28163,2023,Junior Caminero,TBR,19
17321,2023,Michael Chavis,WSN,27
19788,2023,Zach Remillard,CHW,29
20017,2023,Miles Mastrobuoni,CHC,27
13620,2023,Carson Kelly,- - -,28
12147,2023,Nick Ahmed,ARI,33
15271,2023,Austin Wynns,- - -,32
21293,2023,Dalton Guthrie,PHI,27
3298,2023,Charlie Culberson,ATL,34
22842,2023,Alexander Canario,CHC,23
11381,2023,Drew Maggi,PIT,34
2829,2023,Manny Pina,OAK,36
33189,2023,Nolan Schanuel,LAA,21
21560,2023,Alfonso Rivas,- - -,26
19514,2023,Andrew Knizner,STL,28
19983,2023,Conner Capel,OAK,26
16375,2023,Oscar Mercado,STL,28
14567,2023,Franchy Cordero,NYY,28
17696,2023,Kevin Newman,CIN,29
20178,2023,Miguel Vargas,LAD,23
11481,2023,Henry Ramos,CIN,31
14350,2023,Raimel Tapia,- - -,29
20626,2023,Logan Porter,KCR,27
20572,2023,Kody Clemens,PHI,27
16622,2023,Luis Urias,- - -,26
13329,2023,Jake Lamb,LAA,32
18123,2023,Nathan Lukes,TOR,28
21746,2023,Jose Fermin,STL,24
13338,2023,Omar Narvaez,NYM,31
18872,2023,Jahmai Jones,MIL,25
18395,2023,Travis Blankenhorn,WSN,26
14773,2023,Yu Chang,BOS,27
21524,2023,Joey Bart,SFG,26
22505,2023,Buddy Kennedy,ARI,24
13854,2023,Anthony Bemboom,BAL,33
25040,2023,Vinny Capra,PIT,26
17932,2023,Andrew Stevenson,MIN,29
20287,2023,Ben Rortvedt,NYY,25
23296,2023,Jacob Amaya,MIA,24
24597,2023,Jonathan Ornelas,TEX,23
10197,2023,Shelby Miller,LAD,32
10199,2023,Billy Hamilton,CHW,32
13218,2023,Michael Fulmer,CHC,30
18323,2023,Josh Sborz,TEX,29
19245,2023,Chris Okey,LAA,28
19906,2023,Diego Castillo,ARI,25
21535,2023,Connor Kaiser,COL,26
23552,2023,Chandler Seagle,SDP,27
24934,2023,David Fry,CLE,27
11680,2023,Elias Diaz,COL,32
17838,2023,Willie Calhoun,NYY,28
15653,2023,Dominic Smith,WSN,28
12775,2023,Brad Miller,TEX,33
18063,2023,Kyle Garlick,MIN,31
16403,2023,Francisco Mejia,TBR,27
15905,2023,Luis Torrens,- - -,27
25660,2023,Will Brennan,CLE,25
19997,2023,Santiago Espinal,TOR,28
22054,2023,Dane Myers,MIA,27
18821,2023,Jose Azocar,SDP,27
22471,2023,Livan Soto,LAA,23
19958,2023,Carter Kieboom,WSN,25
19562,2023,Zack Short,DET,28
20056,2023,Alan Trejo,COL,27
17992,2023,David Fletcher,LAA,29
14477,2023,Jake Cave,PHI,30
9929,2023,Darin Ruf,- - -,36
27490,2023,Nick Gonzales,PIT,24
19960,2023,Taylor Trammell,SEA,25
23818,2023,Ji Hwan Bae,PIT,23
14894,2023,Tony Kemp,OAK,31
14735,2023,Brett Phillips,LAA,29
22186,2023,Brice Turang,MIL,23
19878,2023,Adam Haseley,CHW,27
22274,2023,Samad Taylor,KCR,24
22515,2023,Heliot Ramos,SFG,23
12371,2023,Tommy La Stella,SEA,34
15672,2023,Austin Meadows,DET,28
20002,2023,Bryce Johnson,SFG,27
12160,2023,Ben Gamel,SDP,31
25493,2023,Joey Ortiz,BAL,24
13788,2023,Matt Reynolds,CIN,32
16593,2023,Kevin Padlo,LAA,26
2900,2023,Roberto Perez,SFG,34
25476,2023,Cam Eden,TOR,25
16953,2023,Chadwick Tromp,ATL,28
24485,2023,Tyler Cropley,KCR,27
19346,2023,Eli White,ATL,29
12140,2023,Juniel Querecuto,STL,30
21587,2023,Cesar Salazar,HOU,27
17109,2023,Meibrys Viloria,CLE,26
22411,2023,Cal Stevenson,SFG,26
22169,2023,Calvin Mitchell,PIT,24
19842,2023,Caleb Hamilton,BOS,28
22557,2023,Michael Siani,- - -,23
2233,2023,Adam Wainwright,STL,41
19768,2023,Rylan Bannon,HOU,27
19977,2023,Tres Barrera,STL,28
22232,2023,Mason McCoy,TOR,28
25822,2023,Andre Lipcius,DET,25
20404,2023,Jared Young,CHC,27
11200,2023,Kole Calhoun,CLE,35
10642,2023,Carlos Perez,OAK,32
17710,2023,Matt Beaty,- - -,30
17161,2023,Chad Wallach,LAA,31
13836,2023,Matt Duffy,KCR,32
20805,2023,Carlos Perez,CHW,26
25459,2023,Peyton Burdick,MIA,26
23985,2023,Osleivis Basabe,TBR,22
23691,2023,Jose Tena,CLE,22
15172,2023,Tim Anderson,CHW,30
22542,2023,Lawrence Butler,OAK,22
31490,2023,Wade Meckler,SFG,23
15214,2023,Brandon Dixon,SDP,31
19966,2023,Bobby Dalbec,BOS,28
15117,2023,Hunter Dozier,KCR,31
13744,2023,David Dahl,SDP,29
21078,2023,Trey Cabbage,LAA,26
14196,2023,Andrew Velazquez,LAA,28
14950,2023,Johan Camargo,SFG,29
27531,2023,David Hamilton,BOS,25
19432,2023,Yonny Hernandez,LAD,25
16947,2023,Derek Hill,WSN,27
16680,2023,Brian O'Keefe,SEA,29
17737,2023,Josh Lester,BAL,28
29976,2023,Jordan Lawlar,ARI,20
19212,2023,Taylor Kohlwey,SDP,28
25867,2023,Ryan Kreidler,DET,25
27769,2023,Pete Crow-Armstrong,CHC,21
8418,2023,Ehire Adrianza,ATL,33
13359,2023,Tyler Naquin,CHW,32
15082,2023,Adam Engel,SDP,31
25817,2023,Braden Shewmake,ATL,25
12546,2023,C.J. Cron,- - -,33
14366,2023,Joey Meneses,WSN,31
19600,2023,Bryan De La Cruz,MIA,26
7304,2023,Salvador Perez,KCR,33
15194,2023,Jake Bauers,NYY,27
17901,2023,Andrew Benintendi,CHW,28
2434,2023,Nelson Cruz,SDP,42
2136,2023,David Peralta,LAD,35
11342,2023,Jesus Aguilar,OAK,33
11902,2023,Hanser Alberto,CHW,30
16434,2023,Christian Arroyo,BOS,28
22871,2023,Tucupita Marcano,PIT,23
29715,2023,Hunter Goodman,COL,23
9241,2023,Starling Marte,NYM,34
3516,2023,Eric Hosmer,CHC,33
21562,2023,Romy Gonzalez,CHW,26
9952,2023,Trayce Thompson,- - -,32
13265,2023,Mike Zunino,CLE,32
24451,2023,J.P. Martinez,TEX,27
16686,2023,Jason Vosler,CIN,29
24400,2023,Terrin Vavra,BAL,26
18067,2023,Garrett Stubbs,PHI,30
11265,2023,Jonathan Schoop,DET,31
22277,2023,Nick Allen,OAK,24
24782,2023,David Villar,SFG,26
15983,2023,Jackson Frazier,CHW,28
27604,2023,Alika Williams,PIT,24
20275,2023,Jonathan Arauz,NYM,24
12510,2023,Curt Casali,CIN,34
24703,2023,Jonah Bride,OAK,27
20054,2023,Bligh Madris,HOU,27
18316,2023,Edwin Rios,CHC,29
12399,2023,Taylor Motter,STL,33
19957,2023,Blake Rutherford,WSN,26
19458,2023,Cooper Hummel,SEA,28
10030,2023,Chris Owings,PIT,31
19422,2023,Brian Serven,COL,28
26420,2023,Kyren Paris,LAA,21
5486,2023,Abraham Almonte,NYM,34
20463,2023,Irving Lopez,STL,28
19293,2023,Nick Senzel,CIN,28
18171,2023,Seth Brown,OAK,30
4892,2023,Mike Moustakas,- - -,34
19198,2023,Yuli Gurriel,MIA,39
26467,2023,Luis Matos,SFG,21
26438,2023,Dominic Canzone,- - -,25
15794,2023,Yonathan Daza,COL,29
19683,2023,Mike Brosseau,MIL,29
8090,2023,Matt Carpenter,SDP,37
21497,2023,Luken Baker,STL,26
15937,2023,Aledmys Diaz,OAK,32
16451,2023,Luis Guillorme,NYM,28
23690,2023,Brayan Rocchio,CLE,22
18032,2023,Mark Mathias,- - -,28
25569,2023,Jake Alu,WSN,26
13723,2023,Jacob Stallings,MIA,33
21547,2023,Coco Montes,COL,26
5760,2023,Avisail Garcia,MIA,32
14811,2023,Luke Voit,MIL,32
22823,2023,Oswald Peraza,NYY,23
22261,2023,Bubba Thompson,TEX,25
12180,2023,Jorge Alfaro,- - -,30
27735,2023,Brett Wisely,SFG,24
23264,2023,Canaan Smith-Njigba,PIT,24
29591,2023,Colton Cowser,BAL,23
5273,2023,Sandy Leon,TEX,34
26151,2023,Kyle Stowers,BAL,25
17922,2023,Isan Diaz,- - -,27
19931,2023,Luke Williams,- - -,26
19610,2023,Keibert Ruiz,WSN,24
15676,2023,Jose Abreu,HOU,36
26031,2023,Vaughn Grissom,ATL,22
5452,2023,Ji-Man Choi,- - -,32
17893,2023,Tyler Nevin,DET,26
23378,2023,Jose Barrero,CIN,25
26123,2023,Brett Baty,NYM,23
17040,2023,Jose Herrera,ARI,26
18400,2023,Juan Yepez,STL,25
20242,2023,Kevin Smith,OAK,26
10441,2023,Jon Singleton,- - -,31
18217,2023,Brett Sullivan,SDP,29
14566,2023,Franmil Reyes,KCR,27
16337,2023,Nick Gordon,MIN,27
19508,2023,Kyle Lewis,ARI,27
25482,2023,T.J. Hopkins,CIN,26
12984,2023,Jackie Bradley Jr.,KCR,33
17988,2023,Tyler Stephenson,CIN,26
4949,2023,Giancarlo Stanton,NYY,33
27615,2023,Alec Burleson,STL,24
22117,2023,Nick Pratto,KCR,24
10762,2023,Corey Dickerson,WSN,34
27577,2023,Casey Schmitt,SFG,24
22896,2023,Lenyn Sosa,CHW,23
8202,2023,Josh Harrison,PHI,35
26319,2023,Michael Busch,LAD,25
23695,2023,Everson Pereira,NYY,22
13755,2023,Tomas Nido,NYM,29
1744,2023,Miguel Cabrera,DET,40
15679,2023,Rowdy Tellez,MIL,28
19892,2023,Pavin Smith,ARI,27
22650,2023,Jordan Diaz,OAK,22
14274,2023,Mitch Haniger,SFG,32
21987,2023,Rodolfo Castro,- - -,24
20538,2023,Jose Miranda,MIN,25
10047,2023,Wil Myers,CIN,32
27845,2023,Matt Mervis,CHC,25
9256,2023,A.J. Pollock,- - -,35
12532,2023,Kolten Wong,- - -,32
12158,2023,Austin Barnes,LAD,33
20536,2023,Vidal Brujan,TBR,25
19717,2023,Darick Hall,PHI,27
12981,2023,Cam Gallagher,CLE,30
29617,2023,Henry Davis,PIT,23
15149,2023,Trey Mancini,CHC,31
22184,2023,Mark Vientos,NYM,23
21707,2023,Oswaldo Cabrera,NYY,24
13590,2023,Jesse Winker,MIL,29
13853,2023,Joey Wendle,MIA,33
18889,2023,Danny Mendick,NYM,29
27479,2023,Masyn Winn,STL,21
25111,2023,David Hensley,HOU,27
23788,2023,Jordyn Adams,LAA,23
20543,2023,Elehuris Montero,COL,24
6153,2023,Eduardo Escobar,- - -,34
6887,2023,Martin Maldonado,HOU,36
18607,2023,Jared Walsh,LAA,29
15941,2023,Austin Nola,SDP,33
25543,2023,Korey Lee,CHW,24
25055,2023,Nate Eaton,KCR,26
30162,2023,Oscar Colas,CHW,24
27467,2023,Tyler Soderstrom,OAK,21
10472,2023,Enrique Hernandez,- - -,31
21635,2023,Nick Maton,DET,26
14111,2023,Eric Haase,- - -,30
25845,2023,Michael Toglia,COL,24
15429,2023,Kris Bryant,COL,31
5933,2023,Jean Segura,MIA,33
20970,2023,Oscar Gonzalez,CLE,25
19901,2023,Gavin Sheets,CHW,27
14691,2023,Harold Castro,COL,29
10815,2023,Jurickson Profar,- - -,30
